iteration,gain_max,ugf,pm,temperature,vdd,vcm_diff
66,35.9641,12077900,74.2112,20,1.8,-0.2
67,48.316,14402200,66.2347,20,1.8,-0.2
68,38.2354,11251000,69.2544,20,1.8,-0.2
69,56.6692,15975300,65.1478,20,1.8,-0.2
70,68.5564,17157100,64.6314,20,1.8,-0.2
71,52.6661,15299500,65.6266,20,1.8,-0.2
72,69.5915,17210200,64.6876,20,1.8,-0.2
73,65.1886,16643200,64.9549,20,1.8,-0.2
74,43.7067,14339300,69.589,20,1.8,-0.2
75,59.7163,15796900,65.6288,20,1.8,-0.2
76,61.9582,16600100,64.7901,20,1.8,-0.2
77,65.9383,17079300,64.9613,20,1.8,-0.2
78,35.8986,11989900,74.175,20,1.8,-0.2
79,65.3845,16808300,64.973,20,1.8,-0.2
80,65.3315,16843500,65.0204,20,1.8,-0.2
81,40.8726,12187000,68.1968,20,1.8,-0.2
82,65.0587,16677600,64.9698,20,1.8,-0.2
83,45.4533,14672200,68.8315,20,1.8,-0.2
84,66.6372,17277800,64.8544,20,1.8,-0.2
85,67.8713,17277300,64.7701,20,1.8,-0.2
86,70.5298,17207600,64.5976,20,1.8,-0.2
87,60.4231,15860300,65.5506,20,1.8,-0.2
88,64.8801,16431800,65.0173,20,1.8,-0.2
89,45.3345,14568300,68.9821,20,1.8,-0.2
90,65.8315,16978700,64.9561,20,1.8,-0.2
91,39.109,13299200,72.0561,20,1.8,-0.2
92,55.2458,15504500,66.3223,20,1.8,-0.2
93,58.3082,15625700,65.8676,20,1.8,-0.2
94,56.7064,15931800,65.1732,20,1.8,-0.2
95,65.1947,16711700,65.0129,20,1.8,-0.2
96,61.0565,16430800,64.7977,20,1.8,-0.2
97,69.8984,17292300,64.5421,20,1.8,-0.2
98,64.5296,16241800,65.0247,20,1.8,-0.2
99,44.5095,14493400,69.2405,20,1.8,-0.2
100,62.8289,16154000,65.1865,20,1.8,-0.2
101,53.4316,15356800,66.7014,20,1.8,-0.2
102,67.9138,17271800,64.7651,20,1.8,-0.2
103,44.8451,14680600,69.1302,20,1.8,-0.2
104,64.9822,16532600,65.0393,20,1.8,-0.2
105,39.6987,13487200,71.6902,20,1.8,-0.2
106,45.2625,14648500,68.9809,20,1.8,-0.2
107,65.0912,16486000,65.0419,20,1.8,-0.2
108,48.8914,14663200,66.1308,20,1.8,-0.2
109,70.3423,17208800,64.5881,20,1.8,-0.2
110,64.0118,16275800,65.095,20,1.8,-0.2
111,49.0012,14603300,66.0882,20,1.8,-0.2
112,66.5826,17194000,64.8199,20,1.8,-0.2
113,64.8002,16429800,65.0314,20,1.8,-0.2
114,42.4674,12732000,67.6142,20,1.8,-0.2
115,68.0875,17225300,64.7862,20,1.8,-0.2
116,43.4571,13016100,67.365,20,1.8,-0.2
117,48.1238,14311500,66.2292,20,1.8,-0.2
118,68.9122,16971400,64.5849,20,1.8,-0.2
119,64.0948,16137100,65.1098,20,1.8,-0.2
120,62.9061,16518600,64.7754,20,1.8,-0.2
121,69.1724,17272700,64.6885,20,1.8,-0.2
122,49.6376,14977700,67.5926,20,1.8,-0.2
123,53.4089,15345000,66.6722,20,1.8,-0.2
124,64.8777,16484100,64.9938,20,1.8,-0.2
125,42.4248,14225300,70.1822,20,1.8,-0.2
126,35.8674,12043900,74.2949,20,1.8,-0.2
127,59.6321,15815500,65.6513,20,1.8,-0.2
128,65.7404,17132600,64.9331,20,1.8,-0.2
129,49.7652,14993400,67.4968,20,1.8,-0.2
130,44.8039,14518900,69.1275,20,1.8,-0.2
131,63.5541,16092100,65.1601,20,1.8,-0.2
132,64.8868,16301800,65.0215,20,1.8,-0.2
133,66.3266,17254600,64.8732,20,1.8,-0.2
134,62.5019,15988600,65.2247,20,1.8,-0.2
135,47.0045,14740400,68.3107,20,1.8,-0.2
136,66.7871,17216800,64.8383,20,1.8,-0.2
137,64.6141,16239400,65.0335,20,1.8,-0.2
138,65.3094,16867500,64.9974,20,1.8,-0.2
139,47.6837,14240900,66.3357,20,1.8,-0.2
140,65.5551,16990200,65.0167,20,1.8,-0.2
141,43.1131,12874500,67.4399,20,1.8,-0.2
142,38.8364,11413000,68.9071,20,1.8,-0.2
143,61.7988,16030400,65.3737,20,1.8,-0.2
144,41.4302,12327300,68.0382,20,1.8,-0.2
145,45.5628,13792100,66.798,20,1.8,-0.2
146,65.5575,17048800,64.9469,20,1.8,-0.2
147,61.8379,16427200,64.8089,20,1.8,-0.2
148,69.2152,17123400,64.5436,20,1.8,-0.2
149,65.1577,16581500,65.034,20,1.8,-0.2
150,65.5254,16923500,64.9728,20,1.8,-0.2
1,39.3505,13053800,71.8542,27,1.8,-0.2
2,43.2307,13993100,69.8008,27,1.8,-0.2
3,49.0079,14718700,67.7599,27,1.8,-0.2
4,65.0667,16130700,65.0698,27,1.8,-0.2
5,37.0478,10607400,69.7308,27,1.8,-0.2
6,65.5891,16509700,65.0488,27,1.8,-0.2
7,64.2376,15827000,65.111,27,1.8,-0.2
8,64.8851,16074500,65.0531,27,1.8,-0.2
9,43.5345,12906800,67.3892,27,1.8,-0.2
10,54.8763,15469800,65.298,27,1.8,-0.2
11,52.6362,14984700,65.5939,27,1.8,-0.2
12,65.5496,16595200,64.9859,27,1.8,-0.2
13,65.4057,16464200,65.0524,27,1.8,-0.2
14,65.4876,16531400,65.0432,27,1.8,-0.2
15,65.9444,16835700,64.9799,27,1.8,-0.2
16,42.5151,12547600,67.6035,27,1.8,-0.2
17,62.5784,15799400,65.2345,27,1.8,-0.2
18,65.797,16615900,65.0453,27,1.8,-0.2
19,51.165,14935700,67.1497,27,1.8,-0.2
20,66.2165,16891300,64.9617,27,1.8,-0.2
21,40.9715,12040000,68.0793,27,1.8,-0.2
22,42.6924,13895300,70.0603,27,1.8,-0.2
23,70.57,16882800,64.6714,27,1.8,-0.2
24,58.2289,15846900,65.041,27,1.8,-0.2
25,65.2181,16374600,65.0602,27,1.8,-0.2
26,65.0836,16279000,65.0971,27,1.8,-0.2
27,65.9854,16720400,64.9781,27,1.8,-0.2
28,39.8928,13302200,71.5242,27,1.8,-0.2
29,65.7969,16593400,65.061,27,1.8,-0.2
30,68.3841,16619200,64.7339,27,1.8,-0.2
31,47.4091,14590300,68.1359,27,1.8,-0.2
32,65.7616,16667200,64.9889,27,1.8,-0.2
33,65.2848,16432900,65.0234,27,1.8,-0.2
34,40.1844,13481200,71.4449,27,1.8,-0.2
35,63.0386,16297500,64.7802,27,1.8,-0.2
36,61.0286,15504600,65.4845,27,1.8,-0.2
37,69.7195,16808600,64.6648,27,1.8,-0.2
38,41.5009,13657800,70.6537,27,1.8,-0.2
39,65.7435,16659200,64.9859,27,1.8,-0.2
40,66.4334,16787800,64.96,27,1.8,-0.2
41,66.4899,16804500,64.9763,27,1.8,-0.2
42,44.8317,13236800,66.9089,27,1.8,-0.2
43,66.3147,16731600,64.9826,27,1.8,-0.2
44,64.6443,16106800,65.079,27,1.8,-0.2
45,52.6278,14989100,65.6062,27,1.8,-0.2
46,53.4025,15226000,65.4866,27,1.8,-0.2
47,66.8769,16917700,64.9322,27,1.8,-0.2
48,54.862,15192300,66.4153,27,1.8,-0.2
49,65.6916,16652900,65.0274,27,1.8,-0.2
50,65.0748,16191100,65.0596,27,1.8,-0.2
51,64.7607,16032200,65.033,27,1.8,-0.2
52,50.0697,14848400,67.4836,27,1.8,-0.2
53,53.0135,14940700,66.7756,27,1.8,-0.2
54,66.6424,16721600,64.9425,27,1.8,-0.2
55,65.2957,16415200,65.0466,27,1.8,-0.2
56,66.2614,16501400,64.7445,27,1.8,-0.2
57,37.0061,12255400,73.3761,27,1.8,-0.2
58,65.253,16300600,65.0531,27,1.8,-0.2
59,64.7746,16181800,65.0205,27,1.8,-0.2
60,64.9491,16185900,65.0649,27,1.8,-0.2
61,65.0263,16194500,65.014,27,1.8,-0.2
62,44.9163,13252800,66.924,27,1.8,-0.2
63,65.1928,16212600,65.0328,27,1.8,-0.2
64,65.0472,16446800,64.7314,27,1.8,-0.2
65,67.7105,16970800,64.8506,27,1.8,-0.2
66,36.0179,11849000,74.064,27,1.8,-0.2
67,47.7065,13982600,66.3311,27,1.8,-0.2
68,38.0711,10986800,69.2199,27,1.8,-0.2
69,55.4412,15499300,65.2854,27,1.8,-0.2
70,67.4683,16738900,64.7144,27,1.8,-0.2
71,51.5951,14810000,65.7753,27,1.8,-0.2
72,70.2037,16857200,64.71,27,1.8,-0.2
73,65.2493,16334600,64.9958,27,1.8,-0.2
74,43.6089,14050800,69.6147,27,1.8,-0.2
75,59.8188,15507600,65.6306,27,1.8,-0.2
76,60.3743,16132100,64.9133,27,1.8,-0.2
77,66.0618,16759500,65.0126,27,1.8,-0.2
78,36.0409,11805900,73.9643,27,1.8,-0.2
79,65.4655,16506700,65.0196,27,1.8,-0.2
80,65.3866,16523800,65.0708,27,1.8,-0.2
81,40.5672,11857700,68.2223,27,1.8,-0.2
82,65.1123,16364600,65.012,27,1.8,-0.2
83,45.4637,14396600,68.818,27,1.8,-0.2
84,66.7606,16940400,64.9127,27,1.8,-0.2
85,68.0301,16934000,64.8262,27,1.8,-0.2
86,70.568,16832900,64.6421,27,1.8,-0.2
87,60.5422,15572000,65.5519,27,1.8,-0.2
88,64.9435,16127900,65.0527,27,1.8,-0.2
89,45.3899,14300200,68.9489,27,1.8,-0.2
90,65.9227,16657700,65.0066,27,1.8,-0.2
91,39.1688,13053700,71.9684,27,1.8,-0.2
92,55.4987,15232100,66.2833,27,1.8,-0.2
93,58.4929,15345700,65.8505,27,1.8,-0.2
94,55.2859,15431200,65.3255,27,1.8,-0.2
95,65.2415,16390800,65.0584,27,1.8,-0.2
96,59.9119,16001100,64.8991,27,1.8,-0.2
97,69.3849,16909700,64.6171,27,1.8,-0.2
98,64.6081,15945600,65.0502,27,1.8,-0.2
99,44.6476,14239800,69.1699,27,1.8,-0.2
100,62.8884,15853300,65.2094,27,1.8,-0.2
101,53.7834,15094000,66.6366,27,1.8,-0.2
102,68.3047,16934800,64.8041,27,1.8,-0.2
103,44.8604,14405000,69.1169,27,1.8,-0.2
104,65.051,16229400,65.0778,27,1.8,-0.2
105,39.8132,13254800,71.5777,27,1.8,-0.2
106,45.4026,14390400,68.9184,27,1.8,-0.2
107,65.1507,16178800,65.0803,27,1.8,-0.2
108,48.2909,14243900,66.2308,27,1.8,-0.2
109,69.6779,16812100,64.6593,27,1.8,-0.2
110,64.0931,15978100,65.1204,27,1.8,-0.2
111,48.2231,14143800,66.2158,27,1.8,-0.2
112,66.7881,16867200,64.8676,27,1.8,-0.2
113,64.8868,16134300,65.065,27,1.8,-0.2
114,42.212,12413200,67.6263,27,1.8,-0.2
115,68.6538,16890800,64.8119,27,1.8,-0.2
116,42.9912,12628500,67.439,27,1.8,-0.2
117,47.5962,13911800,66.3086,27,1.8,-0.2
118,68.209,16585300,64.6522,27,1.8,-0.2
119,64.1875,15842600,65.1318,27,1.8,-0.2
120,62.185,16136100,64.8491,27,1.8,-0.2
121,69.5246,16925500,64.7315,27,1.8,-0.2
122,49.6382,14697000,67.5877,27,1.8,-0.2
123,52.9795,15028400,66.7612,27,1.8,-0.2
124,64.932,16175000,65.0312,27,1.8,-0.2
125,42.4261,13952900,70.1616,27,1.8,-0.2
126,35.9148,11812800,74.1506,27,1.8,-0.2
127,60.1714,15558300,65.5925,27,1.8,-0.2
128,65.8212,16807000,64.9893,27,1.8,-0.2
129,50.0953,14740500,67.4068,27,1.8,-0.2
130,44.7237,14233200,69.1461,27,1.8,-0.2
131,63.6313,15795000,65.1806,27,1.8,-0.2
132,64.9771,16013400,65.0508,27,1.8,-0.2
133,66.4796,16926200,64.9282,27,1.8,-0.2
134,62.5059,15686500,65.247,27,1.8,-0.2
135,47.2296,14487800,68.2272,27,1.8,-0.2
136,66.9723,16884500,64.889,27,1.8,-0.2
137,64.7457,15961500,65.0566,27,1.8,-0.2
138,65.3816,16560600,65.047,27,1.8,-0.2
139,47.2511,13862900,66.3998,27,1.8,-0.2
140,65.6371,16677100,65.069,27,1.8,-0.2
141,42.805,12538600,67.4664,27,1.8,-0.2
142,38.6318,11132300,68.8874,27,1.8,-0.2
143,62.1938,15763500,65.3494,27,1.8,-0.2
144,41.0611,11975800,68.084,27,1.8,-0.2
145,45.2075,13432500,66.8486,27,1.8,-0.2
146,65.6552,16742200,64.998,27,1.8,-0.2
147,60.7582,16009500,64.9021,27,1.8,-0.2
148,68.5609,16737100,64.6143,27,1.8,-0.2
149,65.2192,16274300,65.0742,27,1.8,-0.2
150,65.5836,16597800,65.0253,27,1.8,-0.2
1,39.7056,12339900,71.4206,50,1.8,-0.2
2,43.6999,13221000,69.4713,50,1.8,-0.2
3,49.4302,13877100,67.5773,50,1.8,-0.2
4,65.1874,15151600,65.1314,50,1.8,-0.2
5,36.5595,9841500,69.5359,50,1.8,-0.2
6,65.994,15587500,65.1401,50,1.8,-0.2
7,64.4121,14890800,65.133,50,1.8,-0.2
8,65.1515,15167300,65.1109,50,1.8,-0.2
9,42.5696,11866800,67.4246,50,1.8,-0.2
10,51.7243,14036900,65.6272,50,1.8,-0.2
11,48.9636,13396000,66.0274,50,1.8,-0.2
12,65.7125,15587500,65.0936,50,1.8,-0.2
13,65.5692,15475900,65.1512,50,1.8,-0.2
14,65.6091,15507900,65.1472,50,1.8,-0.2
15,66.286,15822000,65.1009,50,1.8,-0.2
16,41.4174,11480700,67.6618,50,1.8,-0.2
17,61.9805,14797600,65.3293,50,1.8,-0.2
18,66.2133,15648000,65.14,50,1.8,-0.2
19,50.8937,14028000,67.1556,50,1.8,-0.2
20,66.5691,15856200,65.0862,50,1.8,-0.2
21,40.0241,11042200,68.0838,50,1.8,-0.2
22,43.0976,13122600,69.7423,50,1.8,-0.2
23,69.0922,15683500,64.8027,50,1.8,-0.2
24,53.5732,14281900,65.4414,50,1.8,-0.2
25,65.4021,15416700,65.1517,50,1.8,-0.2
26,65.3173,15358100,65.179,50,1.8,-0.2
27,66.4359,15727900,65.0771,50,1.8,-0.2
28,40.4295,12615800,71.027,50,1.8,-0.2
29,66.3403,15651500,65.1457,50,1.8,-0.2
30,64.2168,15303900,64.9233,50,1.8,-0.2
31,47.185,13695900,68.124,50,1.8,-0.2
32,66.0075,15663400,65.0993,50,1.8,-0.2
33,65.3903,15417200,65.1162,50,1.8,-0.2
34,40.1292,12630200,71.2974,50,1.8,-0.2
35,55.7195,14575000,65.2396,50,1.8,-0.2
36,61.7459,14630400,65.3958,50,1.8,-0.2
37,67.6663,15613700,64.8255,50,1.8,-0.2
38,42.3745,12998300,70.0667,50,1.8,-0.2
39,65.9806,15655100,65.0962,50,1.8,-0.2
40,66.8514,15755200,65.0686,50,1.8,-0.2
41,67.0454,15777900,65.0761,50,1.8,-0.2
42,43.9682,12219700,66.9109,50,1.8,-0.2
43,66.6185,15696900,65.096,50,1.8,-0.2
44,64.9,15178300,65.1343,50,1.8,-0.2
45,50.6099,13725800,65.8163,50,1.8,-0.2
46,50.1081,13724700,65.8692,50,1.8,-0.2
47,67.5434,15874200,65.0344,50,1.8,-0.2
48,53.297,14186400,66.6665,50,1.8,-0.2
49,65.9931,15675600,65.1367,50,1.8,-0.2
50,65.231,15228900,65.1287,50,1.8,-0.2
51,64.9687,15097500,65.0818,50,1.8,-0.2
52,51.0812,14040900,67.1808,50,1.8,-0.2
53,53.8381,14104600,66.5579,50,1.8,-0.2
54,66.9502,15677500,65.0501,50,1.8,-0.2
55,65.5272,15483000,65.1418,50,1.8,-0.2
56,59.9488,14999600,65.046,50,1.8,-0.2
57,37.2776,11572000,72.854,50,1.8,-0.2
58,65.4196,15334300,65.135,50,1.8,-0.2
59,65.023,15254900,65.0807,50,1.8,-0.2
60,65.0772,15212300,65.1317,50,1.8,-0.2
61,65.154,15219300,65.0801,50,1.8,-0.2
62,43.7861,12161300,66.9907,50,1.8,-0.2
63,65.3361,15240500,65.1019,50,1.8,-0.2
64,60.1747,15047500,64.9975,50,1.8,-0.2
65,69.0275,15912900,64.9082,50,1.8,-0.2
66,36.1807,11142400,73.5322,50,1.8,-0.2
67,46.0785,12759000,66.5022,50,1.8,-0.2
68,37.5735,10195800,69.0376,50,1.8,-0.2
69,52.3084,14086700,65.6012,50,1.8,-0.2
70,62.3916,15339800,64.9671,50,1.8,-0.2
71,48.8658,13386800,66.0966,50,1.8,-0.2
72,69.5192,15680000,64.8104,50,1.8,-0.2
73,65.4083,15363000,65.0771,50,1.8,-0.2
74,43.3397,13159100,69.6099,50,1.8,-0.2
75,60.1034,14600000,65.5876,50,1.8,-0.2
76,55.9118,14660500,65.2551,50,1.8,-0.2
77,66.4821,15750700,65.1202,50,1.8,-0.2
78,36.4641,11219700,73.2755,50,1.8,-0.2
79,65.7055,15553700,65.12,50,1.8,-0.2
80,65.532,15523800,65.1775,50,1.8,-0.2
81,39.6893,10890300,68.1991,50,1.8,-0.2
82,65.2494,15381700,65.0961,50,1.8,-0.2
83,45.5034,13537900,68.7103,50,1.8,-0.2
84,67.1204,15884200,65.0395,50,1.8,-0.2
85,68.4095,15858700,64.9493,50,1.8,-0.2
86,68.4708,15608300,64.7802,50,1.8,-0.2
87,60.897,14664900,65.5105,50,1.8,-0.2
88,65.1113,15174200,65.1152,50,1.8,-0.2
89,45.5779,13463200,68.781,50,1.8,-0.2
90,66.2016,15648300,65.1143,50,1.8,-0.2
91,39.3461,12288300,71.633,50,1.8,-0.2
92,56.3287,14375400,66.1126,50,1.8,-0.2
93,59.0469,14463900,65.7532,50,1.8,-0.2
94,51.7178,13945200,65.6864,50,1.8,-0.2
95,65.3561,15385600,65.149,50,1.8,-0.2
96,56.6518,14672100,65.1501,50,1.8,-0.2
97,67.2114,15701700,64.7929,50,1.8,-0.2
98,64.824,15014500,65.0857,50,1.8,-0.2
99,45.0552,13438800,68.9079,50,1.8,-0.2
100,63.0507,14913500,65.228,50,1.8,-0.2
101,54.9014,14267400,66.3903,50,1.8,-0.2
102,69.4969,15859900,64.8673,50,1.8,-0.2
103,44.9357,13549600,69.0012,50,1.8,-0.2
104,65.2299,15276200,65.1493,50,1.8,-0.2
105,40.1642,12524800,71.1756,50,1.8,-0.2
106,45.8406,13581700,68.669,50,1.8,-0.2
107,65.3076,15216800,65.1499,50,1.8,-0.2
108,46.6745,13015000,66.417,50,1.8,-0.2
109,66.2648,15525600,64.8375,50,1.8,-0.2
110,64.3293,15044400,65.1548,50,1.8,-0.2
111,46.1787,12816600,66.467,50,1.8,-0.2
112,67.5143,15834200,64.9574,50,1.8,-0.2
113,65.1149,15203100,65.1265,50,1.8,-0.2
114,41.4698,11464700,67.5705,50,1.8,-0.2
115,70.0904,15795400,64.843,50,1.8,-0.2
116,41.6728,11497600,67.5503,50,1.8,-0.2
117,46.1237,12729500,66.4424,50,1.8,-0.2
118,65.1735,15350600,64.812,50,1.8,-0.2
119,64.4372,14919300,65.1519,50,1.8,-0.2
120,60.0267,14954200,65.0135,50,1.8,-0.2
121,70.1084,15822600,64.8252,50,1.8,-0.2
122,49.6182,13817800,67.5197,50,1.8,-0.2
123,51.7687,14051200,66.9625,50,1.8,-0.2
124,65.0697,15206800,65.0968,50,1.8,-0.2
125,42.4296,13104700,70.0307,50,1.8,-0.2
126,36.051,11097000,73.6298,50,1.8,-0.2
127,61.6506,14734400,65.412,50,1.8,-0.2
128,66.0598,15784800,65.115,50,1.8,-0.2
129,51.2726,13952700,67.053,50,1.8,-0.2
130,44.4879,13344200,69.1336,50,1.8,-0.2
131,63.8561,14865700,65.194,50,1.8,-0.2
132,65.2155,15100900,65.1037,50,1.8,-0.2
133,66.9899,15892600,65.0438,50,1.8,-0.2
134,62.4987,14741300,65.264,50,1.8,-0.2
135,47.963,13695300,67.9112,50,1.8,-0.2
136,67.6007,15839900,64.9887,50,1.8,-0.2
137,65.0777,15077100,65.0987,50,1.8,-0.2
138,65.5852,15595600,65.1544,50,1.8,-0.2
139,46.0339,12741300,66.4915,50,1.8,-0.2
140,65.8907,15690700,65.1861,50,1.8,-0.2
141,41.9176,11542800,67.4497,50,1.8,-0.2
142,38.0145,10293900,68.7478,50,1.8,-0.2
143,63.2241,14912800,65.2675,50,1.8,-0.2
144,40.0177,10951400,68.1139,50,1.8,-0.2
145,44.1777,12358700,66.908,50,1.8,-0.2
146,65.9783,15770400,65.1125,50,1.8,-0.2
147,57.6134,14713400,65.1308,50,1.8,-0.2
148,65.7411,15504500,64.7841,50,1.8,-0.2
149,65.3827,15308600,65.153,50,1.8,-0.2
150,65.7346,15579100,65.1345,50,1.8,-0.2
1,39.9524,13683600,71.6869,20,1.9,-0.2
2,44.4581,14682000,69.4199,20,1.9,-0.2
3,51.8916,15479900,67.1692,20,1.9,-0.2
4,65.3612,16859100,65.1134,20,1.9,-0.2
5,37.2729,11072700,69.9979,20,1.9,-0.2
6,65.7574,17251500,65.0748,20,1.9,-0.2
7,64.8978,16552900,65.1353,20,1.9,-0.2
8,65.2369,16794200,65.0951,20,1.9,-0.2
9,43.9043,13537000,67.5217,20,1.9,-0.2
10,55.8505,16289200,65.288,20,1.9,-0.2
11,53.8098,15833800,65.5674,20,1.9,-0.2
12,65.7372,17348800,65.0061,20,1.9,-0.2
13,65.6088,17206500,65.0801,20,1.9,-0.2
14,65.6856,17284100,65.0665,20,1.9,-0.2
15,66.0753,17599400,64.9884,20,1.9,-0.2
16,42.8795,13159200,67.7544,20,1.9,-0.2
17,64.1566,16562900,65.137,20,1.9,-0.2
18,65.9438,17367800,65.066,20,1.9,-0.2
19,54.6508,15718900,66.5477,20,1.9,-0.2
20,66.3224,17659600,64.9684,20,1.9,-0.2
21,41.3022,12616800,68.2579,20,1.9,-0.2
22,43.8451,14582400,69.6892,20,1.9,-0.2
23,70.6933,17681800,64.6824,20,1.9,-0.2
24,60.0294,16748300,64.9851,20,1.9,-0.2
25,65.463,17112800,65.0908,20,1.9,-0.2
26,65.3588,17008000,65.132,20,1.9,-0.2
27,66.0984,17472700,64.9975,20,1.9,-0.2
28,40.5745,13951200,71.3098,20,1.9,-0.2
29,65.9296,17337300,65.0839,20,1.9,-0.2
30,69.1852,17430400,64.7357,20,1.9,-0.2
31,49.7771,15334100,67.5855,20,1.9,-0.2
32,65.9166,17421900,65.007,20,1.9,-0.2
33,65.5186,17175000,65.0524,20,1.9,-0.2
34,40.9615,14155800,71.1745,20,1.9,-0.2
35,64.6183,17153800,64.7599,20,1.9,-0.2
36,63.3514,16275000,65.2893,20,1.9,-0.2
37,70.2392,17609900,64.6605,20,1.9,-0.2
38,42.4774,14338700,70.3227,20,1.9,-0.2
39,65.903,17414400,65.0041,20,1.9,-0.2
40,66.5171,17552500,64.974,20,1.9,-0.2
41,66.5234,17562800,64.9944,20,1.9,-0.2
42,45.2664,13899000,67.0222,20,1.9,-0.2
43,66.4242,17495100,64.9971,20,1.9,-0.2
44,65.0938,16831700,65.1083,20,1.9,-0.2
45,53.5373,15793900,65.6084,20,1.9,-0.2
46,54.5032,16068300,65.459,20,1.9,-0.2
47,66.9062,17690000,64.9416,20,1.9,-0.2
48,58.8199,15999300,65.8771,20,1.9,-0.2
49,65.852,17404000,65.0448,20,1.9,-0.2
50,65.3689,16920700,65.0983,20,1.9,-0.2
51,65.1814,16763900,65.0721,20,1.9,-0.2
52,53.2074,15620100,66.8908,20,1.9,-0.2
53,56.6743,15719200,66.2332,20,1.9,-0.2
54,66.725,17485600,64.9613,20,1.9,-0.2
55,65.5204,17152700,65.0774,20,1.9,-0.2
56,67.5027,17334100,64.7398,20,1.9,-0.2
57,37.3886,12845700,73.3566,20,1.9,-0.2
58,65.5015,17035800,65.0889,20,1.9,-0.2
59,65.1809,16914700,65.0526,20,1.9,-0.2
60,65.2919,16920300,65.1002,20,1.9,-0.2
61,65.3392,16928900,65.0526,20,1.9,-0.2
62,45.3989,13929700,67.0243,20,1.9,-0.2
63,65.4485,16946800,65.0743,20,1.9,-0.2
64,66.3143,17280000,64.7232,20,1.9,-0.2
65,67.6619,17748800,64.8623,20,1.9,-0.2
66,36.343,12423200,74.1078,20,1.9,-0.2
67,48.3584,14725600,66.3809,20,1.9,-0.2
68,38.3124,11477900,69.4673,20,1.9,-0.2
69,56.7368,16359900,65.248,20,1.9,-0.2
70,68.5077,17572000,64.7015,20,1.9,-0.2
71,52.4842,15614000,65.7772,20,1.9,-0.2
72,70.0843,17646500,64.7325,20,1.9,-0.2
73,65.4942,17068200,65.0324,20,1.9,-0.2
74,45.0698,14765100,69.157,20,1.9,-0.2
75,62.6267,16291200,65.353,20,1.9,-0.2
76,61.8521,16990600,64.8824,20,1.9,-0.2
77,66.1867,17522400,65.0249,20,1.9,-0.2
78,36.3161,12349900,74.045,20,1.9,-0.2
79,65.6574,17248300,65.046,20,1.9,-0.2
80,65.6096,17276600,65.0913,20,1.9,-0.2
81,40.9079,12429500,68.4037,20,1.9,-0.2
82,65.3896,17103200,65.0439,20,1.9,-0.2
83,47.3103,15125000,68.3122,20,1.9,-0.2
84,66.8318,17715900,64.9181,20,1.9,-0.2
85,67.9463,17711300,64.8426,20,1.9,-0.2
86,70.8392,17634600,64.6519,20,1.9,-0.2
87,63.0644,16350800,65.3185,20,1.9,-0.2
88,65.2765,16856900,65.0924,20,1.9,-0.2
89,47.2305,15025800,68.443,20,1.9,-0.2
90,66.0666,17414800,65.0247,20,1.9,-0.2
91,39.7798,13693400,71.7908,20,1.9,-0.2
92,59.3469,16034000,65.7847,20,1.9,-0.2
93,61.7652,16134500,65.4978,20,1.9,-0.2
94,56.5805,16288700,65.2913,20,1.9,-0.2
95,65.4908,17132600,65.0875,20,1.9,-0.2
96,61.2644,16845600,64.8796,20,1.9,-0.2
97,69.9458,17718800,64.6061,20,1.9,-0.2
98,65.0932,16672200,65.0887,20,1.9,-0.2
99,46.1643,14941800,68.7376,20,1.9,-0.2
100,64.2756,16605600,65.1326,20,1.9,-0.2
101,57.4741,15878100,66.1091,20,1.9,-0.2
102,68.1719,17712900,64.8235,20,1.9,-0.2
103,46.6021,15138500,68.6074,20,1.9,-0.2
104,65.3515,16956300,65.1147,20,1.9,-0.2
105,40.4976,13904300,71.3624,20,1.9,-0.2
106,47.1639,15110200,68.4353,20,1.9,-0.2
107,65.4225,16910500,65.1209,20,1.9,-0.2
108,48.946,14997800,66.2673,20,1.9,-0.2
109,70.2859,17621500,64.6546,20,1.9,-0.2
110,64.8311,16718200,65.125,20,1.9,-0.2
111,48.8845,14894700,66.2587,20,1.9,-0.2
112,66.8363,17636600,64.8811,20,1.9,-0.2
113,65.2512,16860200,65.1017,20,1.9,-0.2
114,42.5577,13012000,67.79,20,1.9,-0.2
115,68.4584,17667900,64.8376,20,1.9,-0.2
116,43.3509,13240900,67.5915,20,1.9,-0.2
117,48.1043,14615800,66.3906,20,1.9,-0.2
118,68.9446,17387700,64.6597,20,1.9,-0.2
119,64.8584,16567100,65.1522,20,1.9,-0.2
120,63.507,16967900,64.841,20,1.9,-0.2
121,69.3737,17711400,64.7508,20,1.9,-0.2
122,52.5357,15448200,67.0308,20,1.9,-0.2
123,56.9997,15835900,66.1489,20,1.9,-0.2
124,65.2801,16904400,65.067,20,1.9,-0.2
125,43.5582,14649100,69.7856,20,1.9,-0.2
126,36.218,12376600,74.2102,20,1.9,-0.2
127,62.7505,16330400,65.3482,20,1.9,-0.2
128,65.9773,17573000,64.9974,20,1.9,-0.2
129,53.3379,15511100,66.8066,20,1.9,-0.2
130,46.3927,14952700,68.6635,20,1.9,-0.2
131,64.6042,16532300,65.1652,20,1.9,-0.2
132,65.3003,16731600,65.0998,20,1.9,-0.2
133,66.5553,17696500,64.9342,20,1.9,-0.2
134,64.097,16440500,65.1544,20,1.9,-0.2
135,49.4633,15218700,67.7065,20,1.9,-0.2
136,67.0578,17661200,64.8966,20,1.9,-0.2
